id,price,property_type,city
732845,482.0,Entire home,Denver
4150242,500.0,Entire home,Denver
5504280,800.0,Entire home,Denver
5508840,663.0,Entire home,Denver
5968656,615.0,Entire home,Denver
6471872,475.0,Entire home,Denver
7228382,1176.0,Room in aparthotel,Denver
8800911,500.0,Castle,Denver
9548317,995.0,Entire home,Denver
12476899,475.0,Entire home,Denver
12711498,631.0,Entire home,Denver
13436850,590.0,Entire home,Denver
13783439,675.0,Entire home,Denver
13973540,824.0,Entire home,Denver
15409638,718.0,Entire condo,Denver
15425189,554.0,Entire condo,Denver
15436226,672.0,Entire condo,Denver
15788708,499.0,Entire home,Denver
15999220,517.0,Entire townhouse,Denver
16244480,4464.0,Entire home,Denver
16598808,525.0,Entire home,Denver
17316224,778.0,Entire home,Denver
17448570,478.0,Entire home,Denver
17624530,1229.0,Room in aparthotel,Denver
17889994,955.0,Entire home,Denver
18112151,28405.0,Entire condo,Denver
18238680,571.0,Entire home,Denver
18339484,850.0,Entire home,Denver
18753893,677.0,Entire home,Denver
19346878,482.0,Entire home,Denver
19893591,1286.0,Entire home,Denver
20331352,536.0,Entire townhouse,Denver
20572400,28352.0,Entire rental unit,Denver
20812859,500.0,Private room in rental unit,Denver
21139957,672.0,Entire condo,Denver
21712656,28398.0,Entire condo,Denver
21732567,588.0,Entire home,Denver
21998986,549.0,Entire townhouse,Denver
22001493,929.0,Entire serviced apartment,Denver
22356471,595.0,Entire townhouse,Denver
22941573,570.0,Entire home,Denver
23072906,500.0,Private room in home,Denver
24017637,957.0,Entire home,Denver
24087247,799.0,Entire home,Denver
24134572,995.0,Entire condo,Denver
24875887,552.0,Entire townhouse,Denver
25182421,1000.0,Entire townhouse,Denver
25292997,496.0,Entire home,Denver
26300543,709.0,Entire home,Denver
26328157,495.0,Entire home,Denver
26333386,1971.0,Entire home,Denver
26665911,850.0,Entire home,Denver
26736932,528.0,Entire townhouse,Denver
26767127,700.0,Private room in loft,Denver
27084940,857.0,Entire home,Denver
27960015,529.0,Entire home,Denver
29059053,569.0,Entire townhouse,Denver
29541249,536.0,Private room in hostel,Denver
29755398,525.0,Entire home,Denver
30775073,500.0,Entire home,Denver
32464758,599.0,Entire townhouse,Denver
33134111,1180.0,Entire home,Denver
33877623,595.0,Entire home,Denver
35160821,750.0,Entire home,Denver
35972429,575.0,Entire home,Denver
38774042,595.0,Entire home,Denver
39383172,549.0,Entire home,Denver
39484905,610.0,Entire townhouse,Denver
39709097,611.0,Entire home,Denver
40090017,832.0,Entire home,Denver
40287100,28566.0,Entire townhouse,Denver
41877877,686.0,Entire home,Denver
41976038,1258.0,Entire home,Denver
42138861,1119.0,Entire home,Denver
42711306,1045.0,Entire condo,Denver
42763068,729.0,Entire home,Denver
42780300,899.0,Lighthouse,Denver
42860856,484.0,Entire condo,Denver
43070342,689.0,Entire rental unit,Denver
43909396,1850.0,Entire home,Denver
44501060,857.0,Entire home,Denver
44557652,1100.0,Entire home,Denver
44996211,745.0,Entire home,Denver
45138294,700.0,Entire loft,Denver
45302598,1152.0,Entire condo,Denver
45400126,597.0,Entire loft,Denver
45412280,765.0,Entire home,Denver
45518735,4950.0,Entire townhouse,Denver
45720276,28398.0,Entire home,Denver
45803041,4500.0,Private room in rental unit,Denver
45882751,529.0,Entire home,Denver
46058269,600.0,Entire rental unit,Denver
46100889,564.0,Entire home,Denver
46136054,595.0,Entire home,Denver
46416197,711.0,Entire home,Denver
47272913,633.0,Entire home,Denver
48185431,618.0,Entire home,Denver
48203026,2400.0,Entire condo,Denver
48642796,28407.0,Entire home,Denver
48795065,1000.0,Entire condo,Denver
48871316,589.0,Entire home,Denver
49088589,562.0,Entire home,Denver
49198556,714.0,Entire townhouse,Denver
49276068,910.0,Entire home,Denver
49367087,557.0,Entire townhouse,Denver
49404318,957.0,Entire home,Denver
49756007,969.0,Entire home,Denver
49777274,1085.0,Entire townhouse,Denver
49905877,669.0,Entire home,Denver
50111201,479.0,Entire home,Denver
50242515,550.0,Entire home,Denver
51093234,493.0,Entire home,Denver
51178600,544.0,Entire home,Denver
51707335,524.0,Entire home,Denver
51735228,731.0,Entire home,Denver
51794518,1256.0,Entire home,Denver
51969004,1350.0,Entire home,Denver
52014915,568.0,Entire home,Denver
52112116,500.0,Private room in home,Denver
52149765,700.0,Entire home,Denver
52340045,500.0,Private room in home,Denver
52475710,28335.0,Entire condo,Denver
52555963,500.0,Entire home,Denver
52558612,609.0,Entire home,Denver
52691368,511.0,Entire rental unit,Denver
53111091,2607.0,Entire home,Denver
53171721,495.0,Entire home,Denver
53483088,585.0,Entire townhouse,Denver
53573527,529.0,Entire home,Denver
53612873,643.0,Entire home,Denver
53831741,10309.0,Entire rental unit,Denver
54356990,547.0,Entire home,Denver
527137558178534813,3096.0,Entire home,Denver
542160965815299384,544.0,Entire home,Denver
542877751959299320,509.0,Entire home,Denver
551548749943249681,499.0,Entire home,Denver
553186211758824247,633.0,Private room in home,Denver
560318591222231828,589.0,Entire home,Denver
567564908525870916,492.0,Entire bungalow,Denver
568691869852589247,1800.0,Entire home,Denver
568807975393641633,500.0,Entire home,Denver
583955778204351946,1386.0,Entire home,Denver
586085779711234376,540.0,Entire home,Denver
587513437595086155,1052.0,Entire home,Denver
593568862450340890,561.0,Entire townhouse,Denver
608667391544276117,1500.0,Entire home,Denver
623298670657398656,633.0,Entire townhouse,Denver
632588874164229344,28706.0,Entire townhouse,Denver
635555210339248267,761.0,Entire home,Denver
641348150582597460,1810.0,Castle,Denver
643417948099428932,580.0,Entire home,Denver
644837446965688827,640.0,Entire rental unit,Denver
649215157399625516,550.0,Entire home,Denver
650085529095764505,498.0,Entire home,Denver
654265050833606036,556.0,Entire home,Denver
654283075123390831,722.0,Entire home,Denver
655281960656437689,1889.0,Entire home,Denver
663258082153213909,602.0,Entire townhouse,Denver
664294387249001836,652.0,Entire home,Denver
665301771566747039,693.0,Entire home,Denver
668818300336683419,592.0,Entire home,Denver
674659387855434264,695.0,Entire home,Denver
675405028141726104,649.0,Entire home,Denver
689085319927829820,636.0,Entire home,Denver
690528301733677866,638.0,Entire home,Denver
692717775704191579,780.0,Entire home,Denver
713830086047355069,909.0,Entire condo,Denver
716530210998590258,505.0,Entire home,Denver
730367630464917794,500.0,Entire townhouse,Denver
732803631850724904,544.0,Entire home,Denver
737175199933870781,535.0,Entire home,Denver
741294673089470250,645.0,Entire home,Denver
744684629395125850,600.0,Entire townhouse,Denver
745544985036489294,850.0,Entire home,Denver
746638439089736116,500.0,Entire home,Denver
752234371382201261,7000.0,Entire home,Denver
762194521518223843,669.0,Entire home,Denver
772507366618873155,599.0,Entire home,Denver
782082601956823269,536.0,Entire home,Denver
788466538784998760,9999.0,Entire home,Denver
791263944272519579,600.0,Entire home,Denver
791973850006533364,509.0,Entire home,Denver
796406417161504421,487.0,Room in hotel,Denver
800530751849525931,603.0,Entire condo,Denver
800807502937442916,609.0,Entire home,Denver
800831803435776434,3718.0,Entire home,Denver
813671068436689105,988.0,Entire home,Denver
814495898252483732,636.0,Entire home,Denver
818174385676173277,680.0,Entire home,Denver
818853872505680261,5001.0,Entire home,Denver
820393016575551727,601.0,Entire bungalow,Denver
834294940672029785,495.0,Entire home,Denver
838351012578080929,680.0,Entire rental unit,Denver
842293747258462739,551.0,Entire home,Denver
842805706772711277,585.0,Entire rental unit,Denver
848045509671575084,494.0,Entire townhouse,Denver
849188031327624131,640.0,Entire home,Denver
851316625586438153,564.0,Entire home,Denver
853104076255221838,1000.0,Entire home,Denver
855327275561281832,507.0,Entire home,Denver
861126796625730336,764.0,Entire home,Denver
864078557262935096,761.0,Entire townhouse,Denver
869181737092761562,2000.0,Entire home,Denver
872727629768747526,475.0,Entire home,Denver
876777953989902832,602.0,Entire home,Denver
878961358582155040,99713.0,Entire home,Denver
879003853440822388,550.0,Entire home,Denver
887011723316210444,28686.0,Entire home,Denver
888498076712573098,800.0,Entire home,Denver
892265478285064653,515.0,Entire home,Denver
898837834604237292,528.0,Entire home,Denver
902877258730121864,499.0,Entire home,Denver
905701283711846565,497.0,Entire home,Denver
917948027130996863,795.0,Entire home,Denver
917956821691064168,775.0,Entire home,Denver
919426282565454215,587.0,Entire home,Denver
921034342240660670,1311.0,Entire home,Denver
932496844492137928,777.0,Entire home,Denver
933438977786237238,485.0,Entire home,Denver
943346570709669482,1000.0,Entire home,Denver
949281145965526683,500.0,Entire home,Denver
950126160281482908,630.0,Entire home,Denver
957501743350358431,509.0,Entire home,Denver
958148317597193120,479.0,Entire rental unit,Denver
970567451097629821,520.0,Entire home,Denver
975506241755008819,580.0,Entire home,Denver
983438328569418261,500.0,Entire townhouse,Denver
984124277696334416,691.0,Room in hotel,Denver
984125133600571975,678.0,Room in hotel,Denver
984132793826214166,593.0,Room in hotel,Denver
984133242057642972,557.0,Room in hotel,Denver
984133841752694067,573.0,Room in hotel,Denver
984134196664378560,539.0,Room in hotel,Denver
984134550830045214,600.0,Room in hotel,Denver
984135130759072482,551.0,Room in hotel,Denver
985655038490529659,632.0,Entire home,Denver
743211,675.0,Entire home,Boston
820073,475.0,Entire loft,Boston
863788,595.0,Entire condo,Boston
1109224,519.0,Entire rental unit,Boston
1130279,571.0,Entire rental unit,Boston
1596470,861.0,Entire townhouse,Boston
1810397,995.0,Entire townhouse,Boston
1956275,1299.0,Entire rental unit,Boston
2021483,500.0,Entire condo,Boston
2864688,650.0,Private room in bed and breakfast,Boston
5088560,550.0,Entire rental unit,Boston
5203538,900.0,Entire townhouse,Boston
5718921,520.0,Entire rental unit,Boston
5726250,525.0,Entire home,Boston
5919529,568.0,Entire townhouse,Boston
6465075,549.0,Entire condo,Boston
7453991,500.0,Private room in rental unit,Boston
7527149,750.0,Entire rental unit,Boston
11521541,950.0,Entire home,Boston
12301279,568.0,Entire rental unit,Boston
12618291,750.0,Entire home,Boston
13091712,529.0,Entire townhouse,Boston
13189564,504.0,Entire townhouse,Boston
13657486,3999.0,Entire condo,Boston
13959444,486.0,Entire rental unit,Boston
14035943,577.0,Entire rental unit,Boston
14186170,514.0,Entire condo,Boston
14204600,506.0,Entire rental unit,Boston
14205208,499.0,Entire rental unit,Boston
14704252,800.0,Entire home,Boston
15296865,590.0,Entire condo,Boston
15819226,500.0,Entire condo,Boston
16923467,500.0,Private room in townhouse,Boston
17075037,506.0,Entire home,Boston
17285926,1265.0,Entire rental unit,Boston
17472272,1600.0,Entire home,Boston
17832598,552.0,Entire home,Boston
17962385,500.0,Entire rental unit,Boston
19100282,500.0,Entire home,Boston
19969497,523.0,Entire rental unit,Boston
20655696,696.0,Entire home,Boston
21897391,1150.0,Entire condo,Boston
23015741,800.0,Entire rental unit,Boston
23392249,478.0,Entire serviced apartment,Boston
23393082,478.0,Entire serviced apartment,Boston
23393395,490.0,Entire serviced apartment,Boston
23393589,490.0,Entire serviced apartment,Boston
23394295,478.0,Entire serviced apartment,Boston
24034961,3941.0,Private room in rental unit,Boston
24484501,902.0,Entire rental unit,Boston
25158106,757.0,Entire serviced apartment,Boston
25284439,513.0,Entire serviced apartment,Boston
26012594,773.0,Entire home,Boston
26353456,500.0,Entire home,Boston
27251319,513.0,Entire serviced apartment,Boston
27252588,513.0,Entire serviced apartment,Boston
28241815,1000.0,Entire rental unit,Boston
30425726,517.0,Entire home,Boston
31764931,670.0,Entire rental unit,Boston
32546785,1200.0,Entire home,Boston
33352469,570.0,Room in hotel,Boston
33352470,4018.0,Room in hotel,Boston
33352475,517.0,Room in hotel,Boston
33352477,2668.0,Room in hotel,Boston
33638927,2430.0,Entire home,Boston
34279736,478.0,Entire serviced apartment,Boston
35405830,1000.0,Private room in home,Boston
35407404,1000.0,Private room in home,Boston
36558814,835.0,Room in boutique hotel,Boston
37152036,496.0,Entire rental unit,Boston
37912471,900.0,Entire home,Boston
38285740,699.0,Entire rental unit,Boston
38377602,479.0,Entire townhouse,Boston
39772695,10000.0,Room in boutique hotel,Boston
40919597,606.0,Room in hotel,Boston
40919810,632.0,Room in hotel,Boston
40919826,525.0,Room in hotel,Boston
41095605,999.0,Private room in rental unit,Boston
42384526,998.0,Entire townhouse,Boston
42834234,884.0,Entire townhouse,Boston
42834617,1134.0,Entire home,Boston
42960879,999.0,Private room in rental unit,Boston
42961112,999.0,Private room in rental unit,Boston
43276852,671.0,Entire serviced apartment,Boston
43277439,671.0,Entire serviced apartment,Boston
43913326,513.0,Entire serviced apartment,Boston
43921666,780.0,Entire serviced apartment,Boston
43957058,513.0,Entire serviced apartment,Boston
43957067,525.0,Entire serviced apartment,Boston
43957080,780.0,Entire serviced apartment,Boston
44134617,651.0,Entire serviced apartment,Boston
44134875,651.0,Entire serviced apartment,Boston
44135317,651.0,Entire serviced apartment,Boston
44135482,651.0,Entire serviced apartment,Boston
45493742,477.0,Entire serviced apartment,Boston
45494260,607.0,Entire serviced apartment,Boston
45501951,539.0,Entire serviced apartment,Boston
45502178,614.0,Entire serviced apartment,Boston
45531759,1096.0,Entire rental unit,Boston
45539554,610.0,Entire serviced apartment,Boston
45542821,521.0,Entire serviced apartment,Boston
45543316,481.0,Entire serviced apartment,Boston
45675549,787.0,Entire rental unit,Boston
45676233,542.0,Entire rental unit,Boston
45717383,600.0,Entire home,Boston
46580146,963.0,Entire home,Boston
46873714,499.0,Entire rental unit,Boston
46915451,685.0,Entire rental unit,Boston
46964831,714.0,Entire rental unit,Boston
46982246,582.0,Entire rental unit,Boston
46982433,832.0,Entire rental unit,Boston
46982800,612.0,Entire rental unit,Boston
46983441,561.0,Entire rental unit,Boston
46983650,907.0,Entire rental unit,Boston
46991477,500.0,Entire rental unit,Boston
47426948,544.0,Entire rental unit,Boston
47770530,607.0,Entire rental unit,Boston
48001395,911.0,Entire rental unit,Boston
48001583,908.0,Entire rental unit,Boston
48001788,739.0,Entire rental unit,Boston
48001906,490.0,Entire rental unit,Boston
48027264,614.0,Entire rental unit,Boston
48080557,530.0,Entire rental unit,Boston
48080614,614.0,Entire rental unit,Boston
48093229,941.0,Entire serviced apartment,Boston
48122230,611.0,Entire rental unit,Boston
48403559,883.0,Private room in rental unit,Boston
48466008,599.0,Entire condo,Boston
48641606,514.0,Entire rental unit,Boston
48802286,540.0,Entire home,Boston
48805065,583.0,Entire serviced apartment,Boston
48805748,622.0,Entire serviced apartment,Boston
48883658,764.0,Entire home,Boston
48905210,598.0,Entire home,Boston
49075129,499.0,Entire rental unit,Boston
49127943,1091.0,Entire home,Boston
49128422,487.0,Entire home,Boston
49475364,800.0,Entire rental unit,Boston
49638279,532.0,Entire rental unit,Boston
50031855,613.0,Entire condo,Boston
50051655,1178.0,Entire condo,Boston
50171555,551.0,Entire serviced apartment,Boston
50283962,651.0,Entire serviced apartment,Boston
50661496,1307.0,Entire townhouse,Boston
51619254,490.0,Entire serviced apartment,Boston
51621253,780.0,Entire serviced apartment,Boston
51633385,525.0,Entire serviced apartment,Boston
51760247,999.0,Entire rental unit,Boston
52112631,550.0,Entire condo,Boston
52278687,999.0,Private room in rental unit,Boston
52384026,478.0,Room in boutique hotel,Boston
52422200,485.0,Room in boutique hotel,Boston
52422480,485.0,Room in boutique hotel,Boston
52422690,500.0,Room in boutique hotel,Boston
52422789,521.0,Room in boutique hotel,Boston
52615785,637.0,Entire rental unit,Boston
52615817,550.0,Entire rental unit,Boston
52895996,548.0,Entire rental unit,Boston
52919260,969.0,Entire home,Boston
53005757,537.0,Entire condo,Boston
53026691,501.0,Room in boutique hotel,Boston
53026920,481.0,Room in boutique hotel,Boston
53030044,520.0,Room in boutique hotel,Boston
53062424,600.0,Entire condo,Boston
53185790,1195.0,Entire home,Boston
53262933,503.0,Entire rental unit,Boston
53263275,606.0,Entire rental unit,Boston
53276736,614.0,Entire condo,Boston
53364682,749.0,Entire rental unit,Boston
53394270,950.0,Entire townhouse,Boston
53702666,852.0,Entire home,Boston
53807625,999.0,Private room in rental unit,Boston
54012247,531.0,Entire home,Boston
54228929,560.0,Entire condo,Boston
54289419,1570.0,Entire rental unit,Boston
54399424,583.0,Entire rental unit,Boston
552968006314520018,895.0,Entire place,Boston
558618724978643866,483.0,Entire rental unit,Boston
558643883416501880,988.0,Entire rental unit,Boston
558649271934265623,947.0,Entire rental unit,Boston
560160957431820744,971.0,Entire rental unit,Boston
561575169091225652,750.0,Entire condo,Boston
562488761162560535,560.0,Entire condo,Boston
563794192602066775,595.0,Entire rental unit,Boston
567308226541956011,838.0,Entire rental unit,Boston
567350456427499210,474.0,Entire rental unit,Boston
570124822555104459,699.0,Entire loft,Boston
595021507855065483,490.0,Entire condo,Boston
599162132685597662,886.0,Entire home,Boston
602716508984845813,535.0,Entire rental unit,Boston
605814895112878033,688.0,Entire rental unit,Boston
610021158527991851,600.0,Entire rental unit,Boston
612970044547812293,800.0,Entire rental unit,Boston
613019381875296666,986.0,Entire rental unit,Boston
616886094726263774,824.0,Entire rental unit,Boston
617045331988491234,824.0,Private room in rental unit,Boston
620845455818869883,894.0,Entire rental unit,Boston
620873135155545376,967.0,Entire rental unit,Boston
620875895680909013,965.0,Entire rental unit,Boston
623160987006725660,965.0,Entire rental unit,Boston
630997334269195548,746.0,Entire rental unit,Boston
631002869915516131,1071.0,Entire rental unit,Boston
645528951341127494,1034.0,Entire rental unit,Boston
647070457404906638,1000.0,Entire home,Boston
647800372286587019,475.0,Entire rental unit,Boston
648482084671695845,499.0,Entire rental unit,Boston
649070238784628004,999.0,Private room in rental unit,Boston
650670596271554040,561.0,Entire rental unit,Boston
658713146354442625,530.0,Entire serviced apartment,Boston
660152992531541857,686.0,Entire rental unit,Boston
660804988514976374,599.0,Entire rental unit,Boston
662251245962689930,599.0,Entire rental unit,Boston
663041203326076714,499.0,Entire rental unit,Boston
668800598988690151,731.0,Entire rental unit,Boston
668804688861479022,859.0,Entire rental unit,Boston
669578357684975033,507.0,Entire rental unit,Boston
670916106980265201,999.0,Private room in rental unit,Boston
673740923378213133,494.0,Entire rental unit,Boston
678981779910322461,499.0,Entire rental unit,Boston
682571975147334404,594.0,Entire rental unit,Boston
683914639091241468,499.0,Entire serviced apartment,Boston
683918385793735810,900.0,Entire condo,Boston
686384189370270627,475.0,Entire rental unit,Boston
689211359812615659,523.0,Entire rental unit,Boston
689792415355732136,685.0,Entire serviced apartment,Boston
691291991688138301,747.0,Entire place,Boston
693758295305744325,479.0,Entire serviced apartment,Boston
695608646617952363,718.0,Entire rental unit,Boston
698682466708770533,824.0,Entire rental unit,Boston
701274791685463099,564.0,Entire rental unit,Boston
701320109746373355,760.0,Entire rental unit,Boston
702086929630286306,514.0,Entire serviced apartment,Boston
703775139748348565,486.0,Entire condo,Boston
706361084592912840,663.0,Entire serviced apartment,Boston
706390127263498796,505.0,Entire serviced apartment,Boston
706401579813628843,505.0,Entire serviced apartment,Boston
710219921415947886,1000.0,Entire home,Boston
712205269097128192,599.0,Entire place,Boston
712211369233027399,599.0,Room in boutique hotel,Boston
724605018390971642,523.0,Entire rental unit,Boston
725263390436954342,754.0,Entire rental unit,Boston
729597299173881827,714.0,Entire rental unit,Boston
730427842326719531,1904.0,Entire condo,Boston
735043102004597670,494.0,Entire rental unit,Boston
735867843119997676,999.0,Private room in rental unit,Boston
738524928622077555,499.0,Entire rental unit,Boston
739614638101275517,550.0,Entire vacation home,Boston
740400290363696561,890.0,Entire condo,Boston
743329198713904828,550.0,Entire condo,Boston
748583862346785455,499.0,Entire rental unit,Boston
748711480939888945,599.0,Entire rental unit,Boston
750578690245015589,499.0,Entire loft,Boston
751701290567528417,624.0,Entire rental unit,Boston
752215364659354696,499.0,Entire rental unit,Boston
752749838359816350,900.0,Entire townhouse,Boston
752888532415675876,874.0,Entire rental unit,Boston
753003575647696758,749.0,Entire rental unit,Boston
754262361243349365,749.0,Entire rental unit,Boston
754299484662610177,749.0,Entire rental unit,Boston
754342535270816668,624.0,Entire rental unit,Boston
755623527529374356,575.0,Entire condo,Boston
755773092035978151,499.0,Entire rental unit,Boston
757065362901567243,702.0,Entire rental unit,Boston
757581131118742946,599.0,Entire rental unit,Boston
768249035945598810,503.0,Entire rental unit,Boston
769152117857999006,624.0,Entire rental unit,Boston
769614253675332089,1257.0,Entire home,Boston
771690696993014228,651.0,Entire condo,Boston
773728486076845843,480.0,Entire rental unit,Boston
774537923800863315,560.0,Entire rental unit,Boston
776357275298272961,571.0,Entire home,Boston
776419658774901321,1500.0,Entire rental unit,Boston
776851735956727538,875.0,Entire condo,Boston
778447421785771490,549.0,Entire rental unit,Boston
781452792968796863,499.0,Entire rental unit,Boston
782713680549905132,500.0,Entire rental unit,Boston
793442721651271774,1300.0,Entire home,Boston
794842805414477219,1018.0,Entire home,Boston
795570428141464265,866.0,Private room in rental unit,Boston
796323905263755930,1200.0,Entire rental unit,Boston
796477893439161143,563.0,Entire rental unit,Boston
797760658495759387,561.0,Entire rental unit,Boston
798602855076553875,663.0,Entire townhouse,Boston
802166403809860478,999.0,Private room in rental unit,Boston
802166414075782402,999.0,Private room in rental unit,Boston
803385779755101640,999.0,Private room in rental unit,Boston
803522498141952905,999.0,Private room in rental unit,Boston
804632466382084934,611.0,Entire rental unit,Boston
806035937248754832,499.0,Entire rental unit,Boston
808445340426157030,999.0,Private room in rental unit,Boston
808445812052017169,999.0,Private room in rental unit,Boston
808446633871122903,999.0,Private room in rental unit,Boston
808446788230276591,999.0,Private room in rental unit,Boston
808605340132686770,556.0,Entire home,Boston
812152129868963255,999.0,Private room in rental unit,Boston
813619015576589022,693.0,Entire rental unit,Boston
818121302423526505,624.0,Entire rental unit,Boston
818227698513646684,999.0,Entire rental unit,Boston
822315015309420908,485.0,Entire rental unit,Boston
824134531822166914,499.0,Entire rental unit,Boston
825324105446149033,499.0,Entire rental unit,Boston
829935330548464265,749.0,Entire rental unit,Boston
835973066179565908,999.0,Private room in rental unit,Boston
